Label;Text
neutral; what happened ?!
neutral;Can't bring up my reservation online using Flight Booking Problems code
neutral;Do you provide complimentary upgrades to first class, if there are available seats?
neutral;How can I watch the film?
neutral;is there special assistance if I travel alone? 
neutral; is your website ever coming back online?
neutral;my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?
neutral;can you please get me to the new york area before monday afternoon
neutral; clicking the CHECKIN link in the email I received at 24hrs before flight
neutral;Where's the nearest restaurant to the hotel?
neutral;Can you recommend a good pub near here?
neutral;I hope you had an enjoyable stay
neutral;Do you have anywhere we could leave our luggage?
neutral;Could you please call me a taxi?
neutral;Could we have some help bringing our luggage down?
neutral;Are there any laundry facilities?
neutral;Would it be possible to have a late check-out?
neutral;What time do I need to check out?
neutral;Where's the restaurant?
neutral;Where do we have breakfast?
neutral;What time's the restaurant open for dinner?
neutral;Could I have breakfast in my room, please?
neutral;What time does the bar close?
neutral;Would you like any help with your luggage?
neutral;My booking was from a twin room
neutral;My booking was from a double room
neutral;I've got a reservation
neutral;Do you have any vacancies?
neutral;What's the price per night?
neutral;the breakfast is it included?
neutral;Could we have an extra bed?
neutral;Is there a swimming pool?
neutral;Is there a gym?
neutral;Is there a lift?
neutral;Can you recommend any good hotels?
neutral;Can you recommend any good campsites?
neutral;How far is it from the airport?
neutral;How far is it from the hotel?
neutral;How far is it from the city center?
neutral;How many stars does it have?
neutral;What time's the next boat?
neutral;How long does the crossing take?
neutral;I'd like a ticket for a foot passenger
neutral;I'd like a ticket for a car and two passengers
neutral;What time does the ferry arrive in Stockholm?
neutral;How soon before the departure time do we have to arrive?
neutral;We don't need a cabin
neutral;We will be arriving in port in approximately 30 minutes' time
neutral;Could you tell me where the nearest Tube station is?
neutral;Which line do I need for Camden Town?
neutral;How much is a return to London?
neutral;How much is a first class single to US?
neutral;How much is a first class return to Canada?
neutral;I'd like a child single to Bristol
neutral;Are there any reductions for off-peak travel?
neutral;Which platform do I need for Manchester?
neutral;Can I have a timetable, please?
neutral;I'd like to renew my season ticket, please
neutral;What time we arrive in Sheffield?
neutral;Is there a buffet car on the train?
neutral;Which line do I need for Camden Town?
neutral;How long will the journey take?
neutral;Is it manual or automatic?
neutral;Does it take petrol or diesel?
neutral;How far is it?
neutral;How far is it to the airport?
neutral;How far is it to the beach from here?
neutral;What's the temperature?
neutral;What's the weather like?
neutral;What's the forecast like?
neutral;What's the forecast?
neutral;What temperature do you think it is?
neutral;What's the date today?
neutral;What's today's date?
neutral;What's the time?
neutral;What time is it?
neutral;What's your address?
neutral;Could I take your phone number?
neutral;Could I take your email address?
neutral;Where are you from?
neutral;Where do you come from?
neutral;Whereabouts are you from?
neutral;Whereabouts in Canada are you from?
neutral;What part of Italy do you come from?
neutral;Where do you live?
neutral;Are you on Skype?
neutral;What's your username?
neutral;Are you on Facebook?
neutral;Are you on Messenger?
neutral;I'm originally from Dublin but now live in Edinburgh
neutral;I was born in Australia but grew up in England
neutral;What brings you to England?
neutral;I'm on holiday
neutral;I'm on business
neutral;I live here
neutral;I work here
neutral;I study here
neutral;What are you up to?
neutral;What's your name?
neutral;How old are you?
neutral;When's your birthday?
neutral;Who do you live with?
neutral;Do you live with anybody?
neutral;Do you know each other?
neutral;Do you live on your own?
neutral;What's your phone number?
neutral;What's your email address?
neutral;Do you happen to have the time?
neutral;Do you know what time it is?
neutral;Is there a cafe near here?
neutral;How are you?
neutral;Could you tell me the time, please?
neutral;Do you have any plans for the summer?
neutral;What are you doing for the new year?
neutral;What have you been up to?
neutral;How are things ?
neutral;Where are you?
neutral;how are you doing ?
neutral;how is it going ?
neutral;I came here to work
neutral;I came here to study
neutral;I wanted to live abroad
neutral;Why did you come to UK ?
neutral;How long have you lived here ?
neutral;I've only just arrived
neutral;How long are you planning to stay here ?
neutral;Do you like it here ?
positive;Yes, I love it !
neutral;What do you like about it ?
neutral;What languages can you speak ?
neutral;Do you understand ?
neutral;Did you understand ?
neutral;Yes, I understood
neutral;Where did you learn your English ?
neutral;What's this called ?
neutral;I'm a little out of practice
neutral;How do you say in English ?
neutral;How do you spell that ?
neutral;How do you pronounce this word ?
neutral;Do you have any brothers or sisters ?
neutral;Do you have a boyfriend ?
neutral;Do you have a girlfriend ?
neutral;Are you married ?
neutral;Are you single ?
neutral;Are you seeing anyone ?
neutral;No, I'm an only child
neutral;I'm seeing someone
neutral;Have you got any pets ?
neutral;I've got a dog and two cats
neutral;I've got a Labrador
neutral;I don't have any children
neutral;Do you have any grandchildren ?
neutral;What's his name ?
neutral;he is called Tom
neutral;What's her name?
neutral;Where do your parents live?
neutral;What do your parents do?
neutral;What does your father do?
neutral;What does your mother do?
neutral;Are your grandparents still alive?
neutral;Where do they live?
neutral;She's called Mary
neutral;What are their names?
neutral;How old are they?
neutral;How old is she?
neutral;How old is he?
neutral;Do you play any sports?
neutral;What do you like doing in your spare time?
neutral;I'm a member of a gym
neutral;No, I'm not particularly sporty
neutral;I like watching football
neutral;Which team do you support?
neutral;I'm not interested in football
neutral;Do you play any instruments?
neutral;What sort of music do you like?
neutral;What sort of music do you listen to?
neutral;Have you read any good books lately?
neutral;Have you seen any good films recently?
neutral;Have you got any favourite bands?
neutral;Who do you work for?
neutral;What do you do?
neutral;What do you do for a living?
neutral;What sort of work do you do?
neutral;What line of work are you in?
neutral;I'm self-employed
neutral;I work for myself
neutral;I have my own business
neutral;Where do you work?
neutral;I stay at home and look after the children
neutral;I'm a housewife
neutral;I work in an office
neutral;I work in a shop
neutral;I wor k in a restaurante
neutral;I work in a bank
neutral;I work with computers
neutral;I've just started at IBM
neutral;I'm a partner in a law firm
neutral;I work as a programmer
neutral;I work as a journalist
neutral;I'm a doctor
neutral;I'm a student
neutral;I am a teacher
neutral;Where did you go to school?
neutral;Are you a student?
neutral;What do you study?
neutral;I left school at sixteen
neutral;I'm taking a gap year
neutral;How many more years do you have to go?
neutral;What do you want to do when you've finished?
neutral;Get a job
neutral;Go travelling
neutral;I don't know what I want to do after university
neutral;I'm in my first year at university
neutral;Do you have any exams coming up?
neutral;I've just graduated
neutral;Did you go to university?
neutral;I didn't go to university
neutral;I never went to university
neutral;Where did you go to university?
neutral;What did you study?
neutral;What religion are you?
neutral;Is there a supermarket near here?
neutral;What do you think of this place?
neutral;Shall we go somewhere else?
neutral;Can I buy you a drink?
neutral;Would you like a drink?
neutral;Can I get you a drink?
neutral;Are you on your own?
neutral;Would you like to join us?
neutral;Do you mind if I join you?
neutral;Do you mind if we join you?
neutral;Do you come here often?
neutral;Is this your first time here?
neutral;Have you been here before?
neutral;Would you like to dance?
neutral;Can I walk you home?
neutral;Can I drive you home?
neutral;Would you like to come in for a coffee?
neutral;Would you like to come back to mine?
neutral;When can I see you again?
neutral;Give me a call!
neutral;I'll call you
neutral;Are you up to anything this evening?
neutral;What time shall we meet?
neutral;Where would you like to meet?
neutral;What would you like to do this evening?
neutral;Do you want to go somewhere at the weekend?
neutral;Would you like to join me for something to eat?
neutral;Do you fancy going out tonight?
neutral;I'll meet you there
neutral;See you there!
neutral;Let me know if you can make it
neutral;I'll call you later
neutral;What's your address?
neutral;Sure
neutral;I'm running a little late
neutral;I'm staying in tonight
neutral;I've got too much work to do
neutral;I need to study
neutral;I'm very busy at the moment
neutral;Have you been here long?
neutral;Have you been waiting long?
neutral;I'll be there in few minutes
neutral;I'll be there in ten minutes
neutral;I'll see you at ten o'clock
neutral;I'll see you at the cinema at ten o'clock
neutral;Are you free now?
neutral;Are you free this evening ?
neutral;Are you free tomorrow afternoon ?
neutral;Are you free tomorrow evening ?
neutral;Have you got any plans for this evening?
neutral;Have you got any plans for tomorrow?
neutral;Have you got any plans for the weekend?
neutral;Breakfast's ready
neutral;Lunch is ready
neutral;Dinner's ready
neutral;What's for breakfast ?
neutral;What's for lunch ?
neutral;What's for dinner ?
neutral;Would anyone like a tea or coffee?
neutral;Would anyone like a cup of tea?
neutral;I'll put the kettle on
neutral;The kettle's boiled
neutral;Can you put the light on?
neutral;Can you switch the light on?
neutral;Can you turn the light off?
neutral;Can you switch the light off?
neutral;Is there anything I can do to help?
neutral;Could you help me wash the dishes?
neutral;I'll wash and you dry
neutral;I'm going to bed
neutral;Would you like some toast?
neutral;Would you like a glass of water?
neutral;Would you like a glass of orange juice?
neutral;What would you like for breakfast?
neutral;What would you like for lunch?
neutral;What would you like for dinner?
neutral;Is there anything good on TV?
neutral;Is there anything good on television tonight?
neutral;There's a good film on later
neutral;Do you want to watch a film?
neutral;Do you want me to put the TV on?
neutral;Could you pass me the remote control?
neutral;Would you like some more?
neutral;Have you had enough to eat?
neutral;Would anyone like dessert?
neutral;Would anyone like coffee?
neutral;What's for dessert?
neutral;What time's the match on?
neutral;Who's playing?
neutral;Who's winning?
neutral;Who won?
neutral;It was a draw
neutral;Have a seat!
neutral;Come on in!
neutral;Do you mind if I smoke here?
neutral;I'd prefer it if you went outside
neutral;Are you ready to eat now?
neutral;Who's driving tonight?
neutral;Could I use your phone?
neutral;Your taxi's here
neutral;Can I get you anything to drink?
neutral;Would you like a tea or coffee?
neutral;How do you take it?
neutral;Do you take sugar?
neutral;Do you take milk?
neutral;How many sugars do you take?
neutral;Where's the ticket office?
neutral;How long does the journey take?
neutral;What time do we arrive?
neutral;Do you get travel sick?
neutral;I'd like to book a trip to Berlin
neutral;I'd like to book a trip to US
neutral;Do you have any brochures on Switzerland ?
neutral;Do I need a visa for Turkey?
neutral;Yes, I went there on holiday
neutral;No, I've never been there
neutral;Have you ever been to Italy?
neutral;How much are the flights?
neutral;This train has been cancelled
neutral;This flight has been cancelled
neutral;Is it far?
neutral;Is it a long way?
neutral;it's far
neutral;it isn't far
neutral;It's this way
neutral;It's that way
neutral;You're going the wrong way
neutral;You're going in the wrong direction
neutral;Take this road
neutral;Go down there
neutral;Take the first on the left
neutral;Take the second on the right
neutral;Turn right at the crossroads
neutral;Continue straight on past some traffic lights
neutral;At the second set of traffic lights, turn left
neutral;Go over the roundabout
neutral;Take the second exit at the roundabout
neutral;Turn right at the T-junction
neutral;Go under the bridge
neutral;Go over the bridge
neutral;You'll cross some railway lines
neutral;Continue past the fire station
neutral;You'll pass a supermarket on your left
neutral;Keep going for another kilometre
neutral;Keep going for another half mile
neutral;Keep going for another two hundred metres
neutral;It'll be on your left
neutral;It'll be on your right
neutral;It'll be straight ahead of you
neutral;Excuse me, could you tell me how to get to the bus station?
neutral;Excuse me, do you know where the post office is?
neutral;Can I park here?
neutral;Where's the nearest petrol station?
neutral;How far is it to the next services?
neutral;Are we nearly there?
neutral;Please slow down!
neutral;Could I see your driving licence?
neutral;Do you know what speed you were doing?
neutral;Are you insured on this vehicle?
neutral;Could I see your insurance documents?
neutral;Have you had anything to drink?
neutral;How much have you had to drink?
neutral;Could you blow into this tube, please?
neutral;Stop
neutral;Give way
neutral;No entry
neutral;One way
neutral;Parking
neutral;No parking
neutral;No stopping
neutral;Vehicles will be clamped
neutral;Keep left
neutral;Get in lane
neutral;Slow down
neutral;No overtaking
neutral;I'd like some oil
neutral;Can I check my tyre pressures here?
neutral;You've left your lights on
neutral;How much would you like?
neutral;Full, please
neutral;it's an electric car
neutral;My car's broken down
neutral;My car won't start
neutral;We've run out of petrol
neutral;The battery's flat
neutral;Have you got any jump leads?
neutral;I've got a flat tyre
neutral;I've got a puncture
neutral;Don't drink and drive
neutral;I'd like to hire a car
neutral;How long for?
neutral;For how many days?
neutral;What type of car do you want manual or automatic?
neutral;Could I see your driving licence?
neutral;You have to bring it back with a full tank
neutral;It has to be returned by 2pm on Saturday
neutral;I'll show you the controls
neutral;Do you know where I can get a taxi?
neutral;Do you have a taxi number?
neutral;How long will the journey take?
neutral;Do you mind if I open the window?
neutral;Do you mind if I close the window?
neutral;Are we almost there?
neutral;How much is it?
neutral;Have you got anything smaller?
neutral;That's fine, keep the change
neutral;Could I take your name, please?
neutral;How long will I have to wait?
neutral;How long will it be?
neutral;About ten minutes
neutral;It's on its way
neutral;How much will it cost?
neutral;Could we stop at a cashpoint?
neutral;Is the meter switched on?
neutral;Please switch the meter on
neutral;Are there any reductions for off-peak travel?
neutral;When would you like to travel?
neutral;When will you be coming back?
neutral;Can I have a timetable, please?
neutral;You'll need to change at reading
neutral;I'd like to renew my season ticket, please
neutral;The next train to depart from Platform 5 will be the 18 service to Penzance
neutral;I'd like an Oyster card, please
neutral;Where's there a map of the Underground?
neutral;Over there
neutral;Could you wait for me here?
neutral;Could you take me to the city center?
neutral;I'd like a return to Newcastle, coming back on Sunday
neutral;I've come to collect my tickets
neutral;I booked on the internet
neutral;Do you have your booking reference?
neutral;Did you pack your bags yourself?
neutral;Has anyone had access to your bags in the meantime?
neutral;Do you have any liquids or sharp objects in your hand baggage?
neutral;How many bags are you checking in?
neutral;Could I see your hand baggage, please?
neutral;Do I need to check this in or can I take it with me?
neutral;Where can I get a trolley?
neutral;Could you put any metallic objects into the tray, please?
neutral;Please empty your pockets
neutral;Please take your laptop out of its case
neutral;I'm afraid you can't take that through
neutral;What's the flight number?
neutral;Which gate do we need?
neutral;Last call for passenger Smith travelling to Miami, please proceed immediately to Gate number 32
neutral;The flight's been delayed
neutral;The flight's been cancelled
neutral;We'd like to apologise for the delay
neutral;Could I see your passport and boarding card, please?
neutral;What's your seat number?
neutral;Could you please put that in the overhead locker?
neutral;Please pay attention to this short safety demonstration
neutral;Please turn off all mobile phones and electronic devices
neutral;The captain has turned off the Fasten Seatbelt sign
neutral;How long does the flight take?
neutral;Would you like any food or refreshments?
neutral;The captain has switched on the Fasten Seatbelt sign
neutral;We'll be landing in about fifteen minutes
neutral;Please fasten your seatbelt and return your seat to the upright position
neutral;Please stay in your seat until the aircraft has come to a complete standstill and the Fasten Seatbelt sign has been switched off
neutral;Check-in closes 40 minutes before departure
neutral;All car passengers, please make your way down to the car decks for disembarkation
neutral;Please vacate your cabins
neutral;Where's the information desk?
neutral;I need more details about this service
neutral;I need more details about the product
neutral;Please can you detail how to use this product ?
neutral;We will be arriving in port in approximately 30 minutes 
neutral;Please have your passport ready
neutral;Nothing to declare
neutral;Wait behind the yellow line
neutral;Could you open your bag, please?
neutral;Do you have anything to declare?
neutral;You have to pay duty on these items
neutral;You have to fill in this landing card
neutral;You have to fill in this immigration form
neutral;Could I have this suit cleaned?
neutral;o you know where I can get my phone repaired?
neutral;o you know where I can get my watch repaired?
neutral;o you know where I can get my computer repaired?
neutral;Could you take these trousers up an inch?
neutral;Could you take these trousers down an inch?
neutral;Could you take these trousers in an inch?
neutral;Could you take these trousers out two inches?
neutral;Could I have this key cut?
neutral;Could I have these keys cut?
neutral;I'd like one copy of each of these, please
neutral;Could I have a key ring?
neutral;Could you print the photos on this memory card for me?
neutral;Could you print the photos on this memory stick for me?
neutral;Would you like matt or gloss prints?
neutral;What size prints would you like?
neutral;Can you book accommodation for me?
neutral;Can I book tickets here?
neutral;What's the best way of getting around the city?
neutral;Where can I hire a car?
neutral;Can you recommend a good restaurant?
neutral;Is there a city tour?
neutral;How much is a first class stamp?
neutral;How much is a second class stamp?
neutral;How many would you like?
neutral;How many are there in a book?
neutral;Do you know where the Japanese embassy is?
neutral;We're looking for accommodation
neutral;We need somewhere to stay
neutral;What are you interested in?
neutral;What sort of accommodation are you looking for?
neutral;I think it needs a new battery
neutral;Do you know where there's an internet cafe?
neutral;I've come to collect a parcel
neutral;Where's the postbox?
neutral;Can you put it on the scales, please?
neutral;I'd like to get a TV licence
neutral;I need to renew my TV licence
neutral;Can you fill in this form, please?
neutral;I want to make a withdrawal
neutral;How would you like the money?
neutral;Could you give me some smaller notes?
neutral;I'd like to pay this in, please
neutral;I'd like to pay this cheque in, please
neutral;How many days will it take for the cheque to clear?
neutral;Your account's overdrawn
neutral;I'd like to transfer some money to this account
neutral;I'd like to open an account
neutral;I'd like to open a personal account
neutral;I'd like to open a business account
neutral;Could you tell me my balance, please?
neutral;Could I have a statement, please?
neutral;I'd like to change some money
neutral;I'd like to order some foreign currency
neutral;What's the exchange rate for euros?
neutral;Could I order a new chequebook, please?
neutral;I'd like to cancel a cheque
neutral;I'd like to cancel this standing order
neutral;Another service?
neutral;Would you like a receipt?
neutral;Your cash is being counted
neutral;Insufficient funds
neutral;I'd like to speak to someone about a mortgage
neutral;We've got a joint account
neutral;I'd like to tell you about a change of address
neutral;I've forgotten my Internet banking password
neutral;I've forgotten the PIN number for my card
neutral;I'll have a new one sent out to you
neutral;Where's the nearest cash machine?
neutral;What's the interest rate on this account?
neutral;What's the current interest rate for personal loans?
neutral;I've lost my bank card
neutral;I'd like a haircut, please
neutral;Do I need to book?
neutral;Are you able to see me now?
neutral;Would you like to make an appointment?
neutral;Would you like me to wash it?
neutral;What would you like?
neutral;How would you like me to cut it?
neutral;I'll leave it to you
neutral;Do you have a parting?
neutral;How much do I owe you?
neutral;How short would you like it?
neutral;What colour would you like?
neutral;Which of these colours would you like?
neutral;Would you like it blow-dried?
neutral;Could you trim my beard, please?
neutral;Could you trim my moustache, please?
neutral;Would you like anything on it?
neutral;Square at the back, please
neutral;Tapered at the back, please
neutral;What kind of accommodation are you looking for?
neutral;I only need a studio flat
neutral;Are you looking to buy or to rent?
neutral;Which area are you thinking of?
neutral;Something not too far from the city centre
neutral;How much are you prepared to pay?
neutral;What's your budget?
neutral;What price range are you thinking of?
neutral;How many bedrooms do you want?
neutral;It's got two bedrooms, a kitchen, a living room, and a bathroom
neutral;Are you looking for furnished or unfurnished accommodation?
neutral;Do you want a modern or an old property?
neutral;Are you going to need a mortgage?
neutral;Have you got a property to sell?
neutral;Are you a cash buyer?
neutral;Do you want us to put you on our mailing list?
neutral;How much is the rent?
neutral;What's the asking price?
neutral;Is the price negotiable?
neutral;Are they willing to negotiate?
neutral;How long has it been on the market?
neutral;How far is it from the nearest station?
neutral;Are there any local shops?
neutral;Are pets allowed?
neutral;I'd like to have a look at this property
neutral;When would you be available to view the property?
neutral;The rent's payable monthly in advance
neutral;There's a deposit of one month's rent
neutral;How soon would you be able to move in?
neutral;It's not what I'm looking for
neutral;I'd like to make an offer
neutral;I'll take it
neutral;We'll take it
neutral;What are the car parking arrangements?
neutral;What sort of view does it have?
neutral;What floor is it on?
neutral;Shall we go for a walk?
neutral;Shall we go for a bike ride?
neutral;Excuse me, could you take a photo for me?
neutral;Excuse me, could you take a photo for us?
neutral;I'd like to hire a bike
neutral;I'd like to hire a canoe
neutral;Is there anything good on?
neutral;Do you want to go out tonight?
neutral;shall we go swimming
neutral;shall we go
neutral;Do we need to book?
neutral;What tickets do you have available?
neutral;I'd like two tickets, please
neutral;I'd like two tickets for tomorrow night
neutral;I'd like two tickets for next Saturday
neutral;How would you like to pay?
neutral;Can I pay by card?
neutral;What's your card number?
neutral;What's the expiry date?
neutral;What's the start date?
neutral;What's the security number on the back?
neutral;Please enter your PIN
neutral;Where do I collect the tickets?
neutral;The tickets were very cheap
neutral;The tickets were expensive
neutral;How much are the tickets?
neutral;Is there a discount for students?
neutral;Is there a discount for children ?
neutral;Where would you like to sit?
neutral;What's on at the cinema?
neutral;Is there anything good on at the cinema?
neutral;What's this film about?
neutral;Have you seen it?
neutral;Who's in it?
neutral;It's just been released
neutral;It's been out for about two months
neutral;Shall we get some popcorn?
neutral;Salted or sweet?
neutral;Do you want anything to drink?
neutral;Where do you want to sit?
neutral;What did you think?
neutral;Would you like a programme?
neutral;Could I have a programme, please?
neutral;Shall we order some drinks for the interval?
neutral;We'd better go back to our seats
neutral;Did you enjoy it?
neutral;When's the play on until?
neutral;Who's in it?
neutral;What type of production is it?
neutral;Is there anything on at the theatre?
neutral;Have you seen it before?
neutral;What time does the performance start?
neutral;What time does it finish?
neutral;Where's the cloakroom?
neutral;Do you want to go to a club tonight?
neutral;Do you know any good clubs near here?
neutral;What time are you open until?
neutral;What time do you close?
neutral;How much is it to get in?
neutral;Is there a dress code?
neutral;What nights are you open?
neutral;What sort of music is it?
neutral;What's on tonight?
neutral;Do you have any live music tonight?
neutral;Sorry, you can't come in
neutral;You can't come in with trainers on
neutral;There's a private party tonight
neutral;The club's full
neutral;I'm on the guest list
neutral;I'm a member
neutral;Where's the bar?
neutral;There's a long queue at the bar
neutral;It's too loud
neutral;It's too hot in here
neutral;Are you ready to go home?
neutral;I'm going home
neutral;Where's the cloakroom?
neutral;What do you think of the DJ?
neutral;How much is it to get in?
neutral;Is there an admission charge?
neutral;Only for the exhibition
neutral;What time do you close?
neutral;The museum's closed on Mondays
neutral;Can I take photographs?
neutral;Would you like an audio-guide?
neutral;Are there any guided tours today?
neutral;What time does the next guided tour start?
neutral;Where's the cloakroom?
neutral;We have to leave our bags in the cloakroom
neutral;Do you have a plan of the museum?
neutral;Who's this painting by?
neutral;What's the matter?
neutral;How are you feeling?
neutral;Are you feeling alright?
neutral;Are you feeling any better?
neutral;I hope you feel better soon
neutral;I need to see a doctor
neutral;I think you should go and see a doctor
neutral;Do you know where there's an all-night chemists?
neutral;If it doesn't clear up after a week, you should see your doctor
neutral;Have you got anything to help me stop smoking?
neutral;Have you tried nicotine patches?
neutral;Can I buy this without a prescription?
neutral;It's only available on prescription
neutral;Does it have any side-effects?
neutral;It can make you feel drowsy
neutral;You should avoid alcohol
neutral;I'd like to speak to the pharmacist, please
neutral;I've got a prescription here from the doctor
neutral;Can you recommend anything for a cold?
neutral;You could try this cream
neutral;I'd like to see a doctor
neutral;Do you have an appointment?
neutral;Is it urgent?
neutral;Do you have private medical insurance?
neutral;Have you got a European Health Insurance card?
neutral;Please take a seat
neutral;The doctor's ready to see you now
neutral;Can I have a look?
neutral;Where does it hurt?
neutral;It hurts here
neutral;Does it hurt when I press here?
neutral;Could you roll up your sleeve?
neutral;How can I help you?
neutral;What's the problem?
neutral;What are your symptoms?
neutral;You need to have a blood test
neutral;I'm going to prescribe you some antibiotics
neutral;Take two of these pills three times a day
neutral;Take this prescription to the chemist
neutral;Do you smoke?
neutral;You should stop smoking
neutral;How much alcohol do you drink a week?
neutral;You should cut down on your drinking
neutral;You need to try and lose some weight
neutral;I want to send you for an x-ray
neutral;I want you to see a specialist
neutral;Can I make an appointment ?
neutral;I'd like a check-up
neutral;Please take a seat
neutral;Would you like to come through?
neutral;When did you last visit the dentist?
neutral;Have you had any problems?
neutral;Can you open your mouth, please?
neutral;A little wider, please
neutral;You need two fillings
neutral;I'm going to have to take this tooth out
neutral;Do you want to have a crown fitted?
neutral;I'm going to give you an injection
neutral;Let me know if you feel any pain
neutral;Would you like to rinse your mouth out?
neutral;You should make an appointment with the hygienist
neutral;How much will it cost?
neutral;Do you offer free eye tests?
neutral;I'd like to have an eye test, please
neutral;Could I order some more contact lenses?
neutral;Can you repair it?
neutral;Do you sell sunglasses?
neutral;How much are these designer frames?
neutral;Do you wear contact lenses?
neutral;Are you short-sighted or long-sighted?
neutral;Could you read out the letters on the chart, starting at the top?
neutral;Could you close your left eye, and read this with your right?
neutral;Do you do hearing tests?
neutral;She's resigned
neutral;This invoice is overdue
neutral;He's been promoted
neutral;Here's my business card
neutral;Can I see the report?
neutral;I need to do some photocopying
neutral;Where's the photocopier?
neutral;The photocopier's jammed
neutral;I've left the file on your desk
neutral;He's in a meeting
neutral;What time does the meeting start?
neutral;What time does the meeting finish?
neutral;The reception's on the first floor
neutral;I'll be free after lunch
neutral;She's having a leaving-do on Friday
neutral;He's with a customer at the moment
neutral;I'll be with you in a moment
neutral;Sorry to keep you waiting
neutral;Can I help you?
neutral;Do you need any help?
neutral;What can I do for you?
neutral;She's on maternity leave
neutral;He's on paternity leave
neutral;He's not in today
neutral;She's on holiday
neutral;How long have you worked here?
neutral;I'm going out for lunch
neutral;I'll be back at one oclock
neutral;How long does it take you to get to work?
neutral;I saw your advert in the paper
neutral;Could I have an application form?
neutral;Could you send me an application form?
neutral;I'm interested in this position
neutral;I'd like to apply for this job
neutral;Is this a temporary or permanent position?
neutral;What are the hours of work?
neutral;Will I have to work on Saturdays?
neutral;Will I have to work shifts?
neutral;How much does the job pay?
neutral;Will I be paid weekly or monthly?
neutral;Will I get travelling expenses?
neutral;Will I get paid for overtime?
neutral;What's the salary?
neutral;How many weeks' holiday a year are there?
neutral;Who would I report to?
neutral;When do you want me to start?
neutral;We'd like to invite you for an interview
neutral;This is the job description
neutral;Have you got any experience?
neutral;Have you got any qualifications?
neutral;We need someone with experience
neutral;We need someone with qualifications
neutral;What qualifications have you got?
neutral;Have you got a current driving licence?
neutral;How much were you paid in your last job?
neutral;Do you need a work permit?
neutral;We'd like to offer you the job
neutral;When can you start?
neutral;How much notice do you have to give?
neutral;There's a three month trial period
neutral;We'll need to take up references
neutral;This is your employment contract
neutral;Thank you for calling.
neutral;There's no-one here to take your call at the moment.
neutral;Please leave a message after the tone, and we'll get back to you as soon as possible.
neutral;I'm sorry, I'm not interested
neutral;Sorry, I'm busy at the moment
neutral;Would you like to leave a message?
neutral;Could you ask him to call me?
neutral;Could you ask her to call me?
neutral;Can I take your number?
neutral;What's your number?
neutral;Could I take your name and number, please?
neutral;I'll call back later
neutral;Is it convenient to talk at the moment?
neutral;Can I call you back?
neutral;Please call back later
neutral;Thanks for calling
neutral;How do I get an outside line?
neutral;Have you got a telephone directory?
neutral;Can I use your phone?
neutral;My battery's about to run out
neutral;I need to charge up my phone
neutral;I'm about to run out of credit
neutral;Sorry, I ran out of credit
neutral;I can't get a signal
neutral;I've got a very weak signal
neutral;I'll send you a text
neutral;I'll text you later
neutral;Could I borrow your phone, please?
neutral;I'd like a phonecard, please
neutral;One moment, please
neutral;Hold the line, please
neutral;I'll put him on
neutral;I'll put her on
neutral;Speaking!
neutral;Who's calling?
neutral;Could I ask who's calling?
neutral;Where are you calling from?
neutral;What company are you calling from?
neutral;How do you spell that?
neutral;Do you know what extension he's on?
neutral;Do you know the address?
neutral;Could you please repeat that?
neutral;I've been cut off
neutral;Can you hear me OK?
neutral;I can't get a dialling tone
neutral;The line's engaged
neutral;I can't get through at the moment
neutral;I'm only getting an answering machine
neutral;Hello!
neutral;Hi!
neutral;Bye
neutral;Goodbye
neutral;Goodnight
neutral;See you!
neutral;See you soon!
neutral;See you later!
neutral;No problem
neutral;Not at all
neutral;Do you speak English?
neutral;I don't speak English
neutral;I don't speak much English
neutral;I only speak very little English
neutral;I speak a little English
neutral;Please speak more slowly
neutral;Please write it down
neutral;Could you please repeat that?
neutral;I understand
neutral;I don't understand
neutral;I know
neutral;I don't know
neutral;You're welcome
neutral;Don't mention it
neutral;it's ok
neutral;that's ok
neutral;don't worry about it
neutral;Where are you?
neutral;What's this?
neutral;What's that?
neutral;Is anything wrong?
neutral;What's the matter?
neutral;Is everything OK?
neutral;Have you got a minute?
neutral;Have you got a pen I could borrow?
neutral;Really?
neutral;Are you sure?
neutral;Why?
neutral;Why not?
neutral;What's going on?
neutral;What's happening?
neutral;What happened?
neutral;What?
neutral;Where?
neutral;When?
neutral;Who?
neutral;How?
neutral;How many?
neutral;How much?
neutral;OK
neutral;Of course
neutral;Of course not
neutral;yes
neutral;no
neutral;Sure
neutral;Certainly
neutral;Definitely
neutral;Absolutely
neutral;As soon as possible
neutral;That's enough
neutral;It doesn't matter
neutral;It's not important
neutral;I'm in a hurry
neutral;I've got to go
neutral;I'm going out
neutral;Come in!
neutral;Please sit down
neutral;Could I have your attention, please?
neutral;Let's go!
neutral;Hurry up!
neutral;Get a move on!
neutral;Calm down
neutral;Steady on!
neutral;Hang on a second
neutral;Hang on a minute
neutral;One moment, please
neutral;Just a minute
neutral;Take your time
neutral;Please be quiet
neutral;Shut up!
neutral;Stop it!
neutral;See you tomorrow!
neutral;Welcome!
neutral;Help yourself
neutral;Go ahead
neutral;Let me know!
neutral;Help!
neutral;Be careful!
neutral;Please help me
neutral;look  out !
neutral;watch out!
neutral;Please leave me alone
neutral;Go away!
neutral;what do you think?
neutral;how does that sound?
neutral;Could you please repeat that?
